Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-04-22 00:00:00-04:00,49.07661161708049,49.58714595387095,48.958050215605574,49.48794174194336,77758000,0.0,0.0
2019-04-23 00:00:00-04:00,49.463755765945436,50.267062703821,49.335517586056795,50.20173263549805,93292000,0.0,0.0
2019-04-24 00:00:00-04:00,50.17268922562545,50.44368250679571,50.09768242044486,50.124298095703125,70162400,0.0,0.0
2019-04-25 00:00:00-04:00,50.04445993399583,50.269480389394076,49.63070776206049,49.6694221496582,74172800,0.0,0.0
2019-04-26 00:00:00-04:00,49.577462498302474,49.601659906766784,48.90481589346389,49.432289123535156,74596400,0.0,0.0
2019-04-29 00:00:00-04:00,49.456495865605454,49.83637386490969,49.325839424702586,49.50730895996094,88818800,0.0,0.0
2019-04-30 00:00:00-04:00,49.13226833351943,49.2145336319854,48.17652957497041,48.553985595703125,186139600,0.0,0.0
2019-05-01 00:00:00-04:00,50.782428728470066,52.096266205308034,50.62515293833962,50.93728256225586,259309200,0.0,0.0
2019-05-02 00:00:00-04:00,50.77275318425423,51.45265842148605,50.3590047301413,50.60580062866211,127985200,0.0,0.0
2019-05-03 00:00:00-04:00,51.02681240351863,51.256673071175534,50.867118330070106,51.23489761352539,83569600,0.0,0.0
2019-05-06 00:00:00-04:00,49.429877107737575,50.53079295814446,49.23873083365263,50.443687438964844,129772400,0.0,0.0
2019-05-07 00:00:00-04:00,49.814592017458445,50.187207790913455,48.59269656503981,49.0838737487793,155054800,0.0,0.0
2019-05-08 00:00:00-04:00,48.85159987261853,49.68394077360226,48.815307440543734,49.09355926513672,105358000,0.0,0.0
2019-05-09 00:00:00-04:00,48.488649426401864,48.79835708092209,47.583723873228195,48.566078186035156,139634400,0.0,0.0
2019-05-10 00:00:00-04:00,47.95157142610227,48.29890770535682,46.82212903664689,47.89327621459961,164834800,0.1925,0.0
2019-05-13 00:00:00-04:00,45.593099752138166,46.02301442250277,44.412648605700475,45.109745025634766,229722400,0.0,0.0
2019-05-14 00:00:00-04:00,45.27733982620888,46.07645007306126,45.03444867800484,45.82384490966797,146118800,0.0,0.0
2019-05-15 00:00:00-04:00,45.24333371231566,46.5743761225604,45.18261092727973,46.37277603149414,106178800,0.0,0.0
2019-05-16 00:00:00-04:00,46.12745971171583,46.749260469806615,45.867564399265845,46.16875076293945,132125600,0.0,0.0
